location,style,claim_text,numeric_tokens,risk_tags,evidence_grade,decision,replacement
paragraph:693,Normal,"[14] Tagarev A, Tulechki N, Boytcheva S. Comparison of machine learning approaches for industry classification based on textual descriptions of companies[C]. Proceedings of the International Conference on Recent Advances in Natural Language Processing (RANLP 2019). Varna, Bulgaria: INCOMA, 2019:1169-1175.",14;2019;2019;1169;1175,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
paragraph:694,Normal,"[15] Jagrič T, Herman A. AI model for industry classification based on website data[J]. Information, 2024, 15(2):89.",15;2024;15;2;89,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:695,Normal,"[16] Borchert P, Coussement K, De Weerdt J, et al. Industry-sensitive language modeling for business[J]. European Journal of Operational Research, 2024, 315(2):691-702.",16;2024;315;2;691;702,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:696,Normal,"[17] Saaty T L. The Analytic Hierarchy Process[M]. New York: McGraw-Hill, 1980.",17;1980,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
paragraph:697,Normal,"[18] Viterbi A J. Error bounds for convolutional codes and an asymptotically optimum decoding algorithm[J]. IEEE Transactions on Information Theory, 1967, 13(2):260-269.",18;1967;13;2;260;269,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:698,Normal,"[19] Salton G, Buckley C. Term-weighting approaches in automatic text retrieval[J]. Information Processing & Management, 1988, 24(5):513-523.",19;1988;24;5;513;523,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
paragraph:699,Normal,"[20] 江锐鹏, 钟广玲. 中文分词神器Jieba分词库的应用[J]. 电脑编程技巧与维护, 2023(9):87-89+110.",20;2023;9;87;89;110,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:700,Normal,"[21] Cohen J. A coefficient of agreement for nominal scales[J]. Educational and Psychological Measurement, 1960, 20(1):37-46.",21;1960;20;1;37;46,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:701,Normal,"[22] 国家工商行政管理总局. 企业经营范围登记管理规定[Z]. 国家工商行政管理总局令第76号, 2015.",22;76;2015,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:702,Normal,"[23] 萨蒂T L. 层次分析法: 在资源分配、管理和冲突分析中的应用[M]. 赵树柏等译. 北京: 煤炭工业出版社, 1988.",23;1988,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:703,Normal,"[24] Landis J R, Koch G G. The measurement of observer agreement for categorical data[J]. Biometrics, 1977, 33(1):159-174.",24;1977;33;1;159;174,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:705,Heading 2,附录A：体育产业自定义词典（271词，9大业态）,271;9,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:707,Normal,9大业态及词条数：体育赛事(28词)、健身休闲(36词)、体育用品(32词)、体育培训(30词)、体育场馆(22词)、体育传媒(20词)、体育管理(23词)、电子竞技(18词)、体育彩票(7词)。,9;28;36;32;30;22;20;23;18;7,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:708,Heading 2,附录B：行业代码双层映射表（36个代码）,36,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:710,Normal,直接体育代码(19个)：,19,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:711,Normal,"8911,8912,8919,8921,8929,8930,8392,2441-2449,1821,1831,5142,5242,7121,4892。",8911;8912;8919;8921;8929;8930;8392;2441;2449;1821;1831;5142;5242;7121;4892,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:712,Normal,间接相关代码(17个)：,17,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:713,Normal,"8391,8399,8331,8341,1954,1961,5238,8720,8622,8612,8810,7259,7251,6513,6450,7291,7249。",8391;8399;8331;8341;1954;1961;5238;8720;8622;8612;8810;7259;7251;6513;6450;7291;7249,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:715,Normal,"详见 data/processed/data_documentation_*.md。核心数据文件：enterprise_dataset_*.csv（76,687行x13列）、SportRatio_results_*.csv（76,687行x15列）、enterprise_boundaries_*.csv（8,950行x19列）。","76,687;3;76,687;5;8,950;9",evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
table:0:row:1,Table Row,去重 | 基于统一社会信用代码全字段去重 | 重复0条，原始质量优,0,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:0:row:2,Table Row,缺失值 | 空字符串填充 | 98条(0.13%)，影响可忽略,98;0.13%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:0:row:3,Table Row,"文本标准化 | 去空白+标点统一 | 76,687条大部分标准化","76,687",,A/B,keep,与2026-08-01正式复算快照一致。
table:0:row:4,Table Row,"行业代码校验 | 范围[1491,9054]扫描 | 100%在有效范围内",1491;9054;100%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:2:row:1,Table Row,0.05 | 0.76 | 0.94 | 0.84 | 0.62 | 漏检少但误判多,0.05;0.76;0.94;0.84;0.62,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:2:row:2,Table Row,0.08 | 0.82 | 0.91 | 0.86 | 0.74 | 偏召回率导向,0.08;0.82;0.91;0.86;0.74,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
table:2:row:3,Table Row,0.09 | 0.85 | 0.89 | 0.87 | 0.78 | Youden指数最大点,0.09;0.85;0.89;0.87;0.78,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:2:row:4,Table Row,0.10 | 0.87 | 0.87 | 0.87 | 0.82 | 最终选定阈值,0.10;0.87;0.87;0.87;0.82,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:2:row:5,Table Row,0.15 | 0.92 | 0.78 | 0.84 | 0.91 | 偏精确率导向,0.15;0.92;0.78;0.84;0.91,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
table:2:row:6,Table Row,0.20 | 0.95 | 0.65 | 0.77 | 0.96 | 误判少但漏检多,0.20;0.95;0.65;0.77;0.96,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:3:row:1,Table Row,0%-10% | 87 | 4.2% | 5.1% | 0.9% | 21.4%,0%;10%;87;4.2%;5.1%;0.9%;21.4%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:3:row:2,Table Row,10%-30% | 96 | 18.5% | 17.8% | 0.7% | 3.8%,10%;30%;96;18.5%;17.8%;0.7%;3.8%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:3:row:3,Table Row,30%-50% | 62 | 39.2% | 38.5% | 0.7% | 1.8%,30%;50%;62;39.2%;38.5%;0.7%;1.8%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:3:row:4,Table Row,50%-70% | 35 | 58.6% | 59.3% | 0.7% | 1.2%,50%;70%;35;58.6%;59.3%;0.7%;1.2%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:3:row:5,Table Row,70%-100% | 20 | 85.3% | 84.1% | 1.2% | 1.4%,70%;100%;20;85.3%;84.1%;1.2%;1.4%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:3:row:6,Table Row,合计/平均 | 300 | 27.8% | 27.5% | 0.7% | 5.9%,300;27.8%;27.5%;0.7%;5.9%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:4:row:1,Table Row,标注员B: 是 | 121 | 12 | 133,121;12;133,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:4:row:2,Table Row,标注员B: 否 | 10 | 157 | 167,10;157;167,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:4:row:3,Table Row,合计 | 131 | 169 | 300,131;169;300,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:5:row:1,Table Row,标注数据需求 | 零标注 | 需1000+条 | 需5000+条 | 少量/零标注,1000;5000,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:5:row:2,Table Row,识别精确率 | 中高（F1=0.87） | 中（F1=0.80） | 高（F1=0.92+） | 中低（波动大）,0.87;0.80;0.92,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
table:5:row:4,Table Row,处理速度 | 快（6325条/秒） | 中（800条/秒） | 慢（~30条/秒） | 慢,6325;800;30,performance,D,remove,当前材料未提供可复核的压力测试原始记录，因此不报告平台性能数值。
table:5:row:7,Table Row,跨界发现能力 | 强（977家） | 中（820家） | 强 | 中,977;820,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:6:row:1,Table Row,"基准方案 | 0.40 | 0.25 | 0.25 | 0.10 | 0.87 | 8,950 | —","0.40;0.25;0.25;0.10;0.87;8,950",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:6:row:2,Table Row,"W₁ +20% | 0.48 | 0.23 | 0.19 | 0.10 | 0.86 | 8,812 | -1.5%","20%;0.48;0.23;0.19;0.10;0.86;8,812;1.5%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:6:row:3,Table Row,"W₁ -20% | 0.32 | 0.28 | 0.30 | 0.10 | 0.85 | 9,087 | +1.5%","20%;0.32;0.28;0.30;0.10;0.85;9,087;1.5%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:6:row:4,Table Row,"W₂ +20% | 0.37 | 0.30 | 0.23 | 0.10 | 0.86 | 8,896 | -0.6%","20%;0.37;0.30;0.23;0.10;0.86;8,896;0.6%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:6:row:5,Table Row,"W₂ -20% | 0.42 | 0.20 | 0.28 | 0.10 | 0.86 | 9,012 | +0.7%","20%;0.42;0.20;0.28;0.10;0.86;9,012;0.7%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:6:row:6,Table Row,"W₃ +20% | 0.37 | 0.23 | 0.30 | 0.10 | 0.85 | 8,765 | -2.1%","20%;0.37;0.23;0.30;0.10;0.85;8,765;2.1%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:6:row:7,Table Row,"W₃ -20% | 0.43 | 0.27 | 0.20 | 0.10 | 0.86 | 9,124 | +1.9%","20%;0.43;0.27;0.20;0.10;0.86;9,124;1.9%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:6:row:8,Table Row,"W₄ +20% | 0.39 | 0.24 | 0.24 | 0.12 | 0.87 | 8,978 | +0.3%","20%;0.39;0.24;0.24;0.12;0.87;8,978;0.3%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:6:row:9,Table Row,"W₄ -20% | 0.41 | 0.26 | 0.26 | 0.08 | 0.86 | 8,921 | -0.3%","20%;0.41;0.26;0.26;0.08;0.86;8,921;0.3%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:6:row:11,Table Row,业务范围占比（W1） | 业务范围占比（W1） | 1 | 2 | 2 | 2 | 3 | 3 | 0.40,1;2;2;2;3;3;0.40,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:6:row:12,Table Row,文本匹配强度（W2） | 文本匹配强度（W2） | 1/2 | 1 | 1 | 1 | 2 | 2 | 0.25,1;2;1;1;1;2;2;0.25,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:6:row:13,Table Row,行业代码权重（W3） | 行业代码权重（W3） | 1/2 | 1 | 1 | 1 | 2 | 2 | 0.25,1;2;1;1;1;2;2;0.25,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:6:row:14,Table Row,业态覆盖度（W4） | 业态覆盖度（W4） | 1/3 | 1/2 | 1/2 | 1/2 | 1 | 1 | 0.10,1;3;1;2;1;2;1;2;1;1;0.10,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:6:row:15,Table Row,一致性检验 | 一致性检验 | λmax=4.021 | CI=0.007 | RI=0.90 | RI=0.90 | CR=0.008<0.1 | CR=0.008<0.1 | 通过,4.021;0.007;0.90;0.90;0.008;0.1;0.008;0.1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:7:row:1,Table Row,SportRatio阈值 | 0.10 | 五组候选值交叉验证 | 0.10 | F1最高（0.87）,0.10;0.10;0.87,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
table:7:row:2,Table Row,业务范围占比权重W1 | 0.40 | ±20%敏感性分析 | 0.40 | 影响最大（±8%）,0.40;20%;0.40;8%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:7:row:3,Table Row,关键词密度权重W2 | 0.25 | ±20%敏感性分析 | 0.25 | 影响中等（±5%）,0.25;20%;0.25;5%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:7:row:4,Table Row,行业代码权重W3 | 0.25 | ±20%敏感性分析 | 0.25 | 影响中等（±4%）,0.25;20%;0.25;4%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:7:row:5,Table Row,业态覆盖度权重W4 | 0.10 | ±20%敏感性分析 | 0.10 | 影响最小（±2%）,0.10;20%;0.10;2%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:7:row:6,Table Row,高置信度阈值 | 0.90 | 先验+实证校准 | 0.95/0.75/ / 0.70/0.60 | 偏差≤±5%,0.90;0.95;0.75;0.70;0.60;5%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:8:row:1,Table Row,"体育企业识别数 | 8,016 | 8,950 | +934 (+11.7%)","8,016;8,950;934;11.7%",,A/B,keep,与2026-08-01正式复算快照一致。
table:8:row:2,Table Row,识别覆盖率 | 10.45% | 11.67% | +1.22%,10.45%;11.67%;1.22%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:8:row:3,Table Row,跨界经营发现 | 0 | 977家 | 全新能力,0;977,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:8:row:4,Table Row,比重输出粒度 | 二值（0/1） | 连续（0.00-1.00） | 质的提升,0;1;0.00;1.00,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:8:row:5,Table Row,新兴业态覆盖（电竞） | 约0% | 91%（43/47家） | 从盲区到可见,0%;91%;43;47,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:8:row:6,Table Row,新兴业态覆盖（传媒） | 约0% | 94%（16/17家） | 显著提升,0%;94%;16;17,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:10:row:1,Table Row,传统行业代码法 | GB/T 4754-2017代码匹配 | 行业代码 | 二值判定 | 无,4754;2017,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:10:row:3,Table Row,TF-IDF+SVM | TF-IDF特征+SVM分类 | 文本TF-IDF向量 | 二值判定 | 1000+条标注,1000,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:11:row:1,Table Row,操作系统 | Windows Server 2019 | Standard | 64位企业版,2019;64,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:11:row:2,Table Row,CPU | Intel Xeon Gold 6248 | 2.5GHz×20核 | 双路服务器,6248;2.5;20,performance,D,remove,当前材料未提供可复核的压力测试原始记录，因此不报告平台性能数值。
table:11:row:3,Table Row,内存 | DDR4 ECC RAM | 64GB | 双通道,64,performance,D,remove,当前材料未提供可复核的压力测试原始记录，因此不报告平台性能数值。
table:11:row:4,Table Row,Python | Python 3.9 | 3.9.13 | Anaconda发行版,3.9;3.9;13,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:11:row:5,Table Row,jieba分词 | jieba | v0.42.1 | 开源中文分词库,42.1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:11:row:6,Table Row,FastAPI | FastAPI | 0.104.1 | 后端API框架,0.104;1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:11:row:7,Table Row,数据库 | MySQL | 8.0.35 | 关系型数据库,8.0;35,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:11:row:8,Table Row,数据存储 | SSD固态存储 | 500GB | 读写速度3500MB/s,500;3500,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:12:row:1,Table Row,业态类型 | 体育用品制造 | 50 | 10% | 随机抽样,50;10%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:12:row:2,Table Row,业态类型 | 健身休闲活动 | 55 | 11% | 随机抽样,55;11%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:12:row:3,Table Row,业态类型 | 体育竞赛表演 | 45 | 9% | 随机抽样,45;9%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:12:row:4,Table Row,业态类型 | 体育场地服务 | 50 | 10% | 随机抽样,50;10%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:12:row:5,Table Row,业态类型 | 体育培训 | 50 | 10% | 随机抽样,50;10%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:12:row:6,Table Row,业态类型 | 体育传媒与信息 | 60 | 12% | 随机抽样,60;12%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:12:row:7,Table Row,业态类型 | 电子竞技 | 55 | 11% | 随机抽样,55;11%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:12:row:8,Table Row,业态类型 | 体育科技服务 | 50 | 10% | 随机抽样,50;10%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:12:row:9,Table Row,业态类型 | 其他相关产业 | 85 | 17% | 随机抽样,85;17%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:12:row:10,Table Row,置信度层级 | 高置信度（>80分） | 200 | 40% | 分层随机,80;200;40%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:12:row:11,Table Row,置信度层级 | 中置信度（50-80分） | 200 | 40% | 分层随机,50;80;200;40%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:12:row:12,Table Row,置信度层级 | 低置信度（<50分） | 100 | 20% | 分层随机,50;100;20%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:12:row:13,Table Row,合计 | - | 500 | 100% | -,500;100%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:13:row:1,Table Row,"方案1（基准参数） | 0.918 | 0.862 | 0.889 | ±10% | 15,337","1;0.918;0.862;0.889;10%;15,337",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:13:row:2,Table Row,"方案2（权重±5%） | 0.925 | 0.871 | 0.897 | ±10% | 15,337","2;5%;0.925;0.871;0.897;10%;15,337",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:13:row:3,Table Row,"方案3（权重±10%） | 0.912 | 0.868 | 0.889 | ±10% | 15,337","3;10%;0.912;0.868;0.889;10%;15,337",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:13:row:4,Table Row,"方案4（阈值±0.05） | 0.921 | 0.875 | 0.897 | ±10% | 15,337","4;0.05;0.921;0.875;0.897;10%;15,337",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:13:row:5,Table Row,"方案5（阈值±0.10） | 0.916 | 0.865 | 0.890 | ±10% | 15,337","5;0.10;0.916;0.865;0.890;10%;15,337",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:13:row:6,Table Row,平均值 | 0.918 | 0.868 | 0.892 | - | -,0.918;0.868;0.892,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:13:row:7,Table Row,标准差 | 0.005 | 0.005 | 0.004 | - | -,0.005;0.005;0.004,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:14:row:1,Table Row,精确率（Precision） | 0.95 | 0.68 | 0.82 | 0.92,0.95;0.68;0.82;0.92,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
table:14:row:2,Table Row,召回率（Recall） | 0.58 | 0.84 | 0.78 | 0.83,0.58;0.84;0.78;0.83,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
table:14:row:3,Table Row,F1值（F1-score） | 0.72 | 0.75 | 0.80 | 0.87,0.72;0.75;0.80;0.87,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
table:14:row:4,Table Row,"处理速度（条/秒） | 20,000 | 5,800 | 800 | 6,325","20,000;5,800;800;6,325",performance,D,remove,当前材料未提供可复核的压力测试原始记录，因此不报告平台性能数值。
table:14:row:5,Table Row,全量处理时间 | ~4秒 | ~13秒 | ~96秒 | ~12秒,4;13;96;12,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:14:row:6,Table Row,"跨界发现企业数 | 0 | 1,050 | 820 | 977","0;1,050;820;977",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:14:row:8,Table Row,"标注数据需求 | 无 | 零标注（需词典） | 1,000+条 | 零标注（需词典）","1,000",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:15:row:1,Table Row,"体育用品 | 171,922 | 29.69% | 2,265 | 6.84% | 正常","171,922;29.69%;2,265;6.84%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:15:row:2,Table Row,"健身休闲 | 156,283 | 26.99% | 3,134 | 2.36% | 正常","156,283;26.99%;3,134;2.36%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:15:row:3,Table Row,"体育赛事 | 98,301 | 16.97% | 1,241 | 36.1% | 较高","98,301;16.97%;1,241;36.1%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:15:row:4,Table Row,"体育培训 | 65,306 | 11.28% | 895 | 3.8% | 正常","65,306;11.28%;895;3.8%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:15:row:5,Table Row,"体育场馆 | 47,614 | 8.22% | 601 | 9.48% | 正常","47,614;8.22%;601;9.48%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:15:row:6,Table Row,"体育管理 | 35,561 | 6.14% | 754 | 20.42% | 较高","35,561;6.14%;754;20.42%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:15:row:7,Table Row,"电子竞技 | 2,928 | 0.51% | 43 | 90.7% | 极高","2,928;0.51%;43;90.7%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:15:row:8,Table Row,"体育传媒 | 1,139 | 0.2% | 16 | 93.75% | 极高","1,139;0.2%;16;93.75%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:15:row:9,Table Row,体育彩票 | 66 | 0.01% | 1 | 100.0% | 极高,66;0.01%;1;100.0%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:16:row:1,Table Row,"1 | 成都市 | 237,695 | 3,704","1;237,695;3,704",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:16:row:2,Table Row,"2 | 绵阳市 | 13,636 | 208","2;13,636;208",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:16:row:3,Table Row,"3 | 宜宾市 | 11,993 | 188","3;11,993;188",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:16:row:4,Table Row,"4 | 泸州市 | 11,252 | 189","4;11,252;189",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:16:row:5,Table Row,"5 | 乐山市 | 10,318 | 159","5;10,318;159",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:16:row:6,Table Row,"6 | 南充市 | 9,648 | 146","6;9,648;146",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:16:row:7,Table Row,"7 | 眉山市 | 7,010 | 100","7;7,010;100",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:16:row:8,Table Row,"8 | 自贡市 | 6,954 | 106","8;6,954;106",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:16:row:9,Table Row,"9 | 达州市 | 6,835 | 97","9;6,835;97",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:16:row:10,Table Row,"10 | 攀枝花市 | 6,356 | 91","10;6,356;91",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:17:row:1,Table Row,"2020 | 5,200 | - | 100 | 疫情恢复期","2020;5,200;100",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:17:row:2,Table Row,"2022 | 6,800 | 14.5% | 138 | 快速增长期","2022;6,800;14.5%;138",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:17:row:3,Table Row,"2024 | 8,957 | 12.3% | 176 | 质量提升期","2024;8,957;12.3%;176",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:17:row:4,Table Row,"2026 | 11,300 | 12.0% | 225 | 加速扩张期","2026;11,300;12.0%;225",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:17:row:5,Table Row,"2028 | 15,000 | 15.0% | 300 | 成熟发展期","2028;15,000;15.0%;300",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:18:row:0,Table Row,业态类型 | 2024年占比 | 2028年预测占比 | 年均增速 | 趋势判断,2024;2028,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
table:18:row:1,Table Row,体育用品制造/销售 | 45% | 35% | 5%-8% | 稳步增长，占比下降,45%;35%;5%;8%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:18:row:2,Table Row,健身休闲活动 | 18% | 20% | 12%-15% | 持续快速增长,18%;20%;12%;15%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:18:row:3,Table Row,电子竞技 | 8% | 15% | 25%-30% | 爆发式增长,8%;15%;25%;30%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:18:row:4,Table Row,体育传媒与信息服务 | 5% | 10% | 20%-25% | 高速增长,5%;10%;20%;25%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:18:row:5,Table Row,体育培训与教育 | 12% | 12% | 10%-12% | 稳定增长,12%;12%;10%;12%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:18:row:6,Table Row,其他服务类 | 12% | 8% | 8%-10% | 平稳发展,12%;8%;8%;10%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:19:row:1,Table Row,页面加载 | 首页加载时间 | 1.2秒 | <3秒 | 达标,1.2;3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
